Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Readability
A,Target Corporation,TGT,Egan-Jones Ratings Company,01-05-2015,Consumer Services,0.905768177,0.054394615,0.054159818,0,0.027150256,0.042743402,0.295277977,0.042743402,0.044239445,0.097652316,0.121434292,1.629430117,2.313595513,1.744932537,0.635692322,0.36480825,0.470398773,4.82992126,1.094488189,2.744932537,0.042743402,9.830003755,10.26771654,0.089812111,6.658857217,0.748502994,0.494011976,1.452095808,0.718562874,0.119760479,0.329341317,0.374251497,10.52
A,Target Corporation,TGT,Moody's Investors Service,6/15/2012,Consumer Services,1.709334657,0.17000993,0.057894737,0,0.043329871,0.066701291,0.321486867,0.066701291,0.066811578,0.133640553,0.188545231,1.541928841,2.643470757,1.822044295,0.645646951,0.350389321,0.596091823,4.345781466,2.36791148,2.822044295,0.066701291,7.475702994,7.290456432,0.078216353,6.901886792,1.056624221,0.447033324,1.30046058,0.853427255,0.121918179,0.298022216,0.379301002,10.08
A,Target Corporation,TGT,Egan-Jones Ratings Company,9/25/2015,Consumer Services,1.20032379,0.317825494,0.188309475,0,-0.02252885,0.050304332,0.293866534,0.050304332,-0.039513091,0.123129298,-0.116882189,1.753888513,2.797519069,1.958062442,0.661940875,0.329592116,0.59765713,4.184542587,5.883280757,2.958062442,0.050304332,10.34851608,7.001577287,0.061128095,6.608841346,0.716191546,0.66001966,1.22173852,0.66001966,0.112343772,0.294902401,0.37916023,9.7
A,Target Corporation,TGT,Standard & Poor's Ratings Services,4/29/2013,Consumer Services,1.151326381,0.055574998,0.04199622,0,0.04192371,0.063780147,0.314964575,0.063780147,0.062813639,0.137773243,0.185133683,1.498284366,2.396823219,1.947348461,0.660711988,0.342684022,0.196172249,1.569955817,1.169366716,2.947348461,0.063780147,7.765673296,8.002945508,0.077778573,6.979728744,1.32423756,0.627462425,1.043338684,0.663942799,0.175105793,0.295491026,0.802568218,9.3
A,Target Corporation,TGT,Standard & Poor's Ratings Services,4/27/2011,Consumer Services,1.626556017,0.194226185,0.051469939,0,0.038067843,0.059243845,0.325825849,0.059243845,0.055868682,0.116605433,0.162116375,1.46760829,2.585324367,1.901739754,0.655379157,0.357438017,0.706002381,5.521276596,2.925531915,2.901739754,0.059243845,8.370564885,7.820478723,0.08998271,6.767316848,1.321516183,0.617235103,1.71717971,0.965419008,0.197831764,0.56975548,1.052464984,12.58
A,Medtronic plc,MDT,Egan-Jones Ratings Company,3/17/2015,Health Care,3.815434431,3.247346645,0.252383522,81.80035284,0.180241106,0.217877095,0.74519259,0.224228168,0.080779063,0.11774333,0.157640282,0.448172258,7.109113712,0.951499254,0.487573465,0.172739541,0.920145191,4.559285131,14.22940599,1.951499254,0.224228168,14.98248102,4.954962736,0.291620112,5.839622642,1.49551346,0.515121303,1.545363908,1.013625789,0.066467265,0.332336324,0.448654038,13.44
A,Medtronic plc,MDT,Egan-Jones Ratings Company,3/20/2014,Health Care,4.519493671,3.761265823,0.232658228,81.99849307,0.208981314,0.256238698,0.751295961,0.265340567,0.099340974,0.142229402,0.185689036,0.475358166,6.662650602,0.869208934,0.465014327,0.184427194,0.907527317,4.423923402,10.97843199,1.869208934,0.265340567,10.89719483,4.874699989,0.297890295,6.058737151,1.72201722,0.36900369,1.405728343,1.300298717,0.210859251,0.298717273,0.632577754,14.07
A,Medtronic plc,MDT,Egan-Jones Ratings Company,9/29/2015,Health Care,3.362476834,2.68091137,0.527962499,92.09219683,0.132027047,0.172054686,0.688613593,0.18587434,0.025073815,0.035749446,0.050253616,0.189914233,4.311768461,1.00422694,0.501054506,0.232644865,0.883516932,3.955251142,17.78995434,2.00422694,0.172054686,22.64100622,4.476712329,0.241942648,3.91863354,2.014213778,0.657119389,1.535659441,1.53208814,0.27856148,0.396414414,0.635691582,11.56
BBB,Chesapeake Energy Corporation,CHK,Egan-Jones Ratings Company,12-10-2014,Energy,1.27375064,1.231963159,0.700665188,38.95470383,0.091499212,0.15273734,1,0.165958665,0.04704179,0.091722082,0.11341182,0.514122353,0.644348762,1.410873809,0.585212633,0.3575,-0.438713854,-3.084977238,7.567526555,2.410873809,0.15273734,3.139333542,7.031866464,0.22118276,0,1.669041319,0.868444264,1.377298324,1.160187258,0.128909695,0.257819391,0.346020761,11.7
B,Chesapeake Energy Corporation,CHK,Egan-Jones Ratings Company,11/17/2015,Energy,0.672998643,0.629579376,0.223880597,32.28494202,-1.15050141,-1.496239423,1,-1.482215606,-0.846056346,-1.396869514,-6.868568756,0.735380538,0.892712267,7.118334892,0.876822031,0.233689392,-1.917341977,-3.574018127,1.799093656,8.118334892,-1.496239423,-0.728231276,1.864048338,0.096678157,0,1.860983241,0.586471831,1.354782694,1.1827728,0.196582737,0.347296168,0.784692758,12.16
BBB,Chesapeake Energy Corporation,CHK,Egan-Jones Ratings Company,3/21/2014,Energy,0.662919311,0.641160471,0.151767906,46.32868731,0.041357249,0.082371758,1,0.11818805,0.017328036,0.039760664,0.045264145,0.418984252,0.471427802,1.61219131,0.617179647,0.380027739,-0.558300824,-3.944869832,2.012251149,2.61219131,0.082371758,5.776365648,7.065849923,0.263566777,0,1.683624031,0.714631783,1.598837209,1.338420543,0.308866279,0.357315891,0.490552326,11.25
BBB,Chesapeake Energy Corporation,CHK,Egan-Jones Ratings Company,03-12-2013,Energy,0.470475583,0.413341845,0.045802745,66.53337122,-0.062439104,-0.079084118,1,-0.137544657,-0.01848069,-0.027556939,-0.049393025,0.295979429,0.331369225,1.672682895,0.625844128,0.390143737,0.804723299,3.550544323,0.536547434,2.672682895,-0.079084118,21.99578335,4.412130638,0.230350763,0,2.148987958,0.650140917,1.614142967,1.306687164,0.294645145,0.409941071,0.653343582,12.64
B,Chesapeake Energy Corporation,CHK,Standard & Poor's Ratings Services,04-08-2011,Energy,0.727394209,0.673273942,0.022717149,76.92825112,0.189408499,0.307922272,1,0.299487508,0.047715108,0.088225397,0.116221174,0.251916404,0.289270492,1.435731132,0.589445655,0.384882108,-0.354113739,-2.87163233,1.662440571,2.435731132,0.307922272,7.031151844,8.109350238,0.546337818,0,2.241397453,0.747132484,1.441650005,1.76786278,0.384089235,0.336735768,0.515626644,11.27
B,Chesapeake Energy Corporation,CHK,Standard & Poor's Ratings Services,9/29/2016,Energy,0.587171053,0.531524123,0.241776316,49.0097815,-0.559070122,-0.582952236,1,-0.560340447,-0.337810869,-0.489232409,3.014383562,0.604237028,0.7420115,-9.923287671,1.112066319,0.041403356,8.088235294,-2.159685864,1.154450262,-8.923287671,-0.582952236,-4.386937046,-0.267015707,-0.025914634,0,1.386160227,0.785854617,1.353416285,1.151495307,0.3219821,0.272866186,0.463872517,11.94
BB,Chesapeake Energy Corporation,CHK,Fitch Ratings,6/15/2012,Energy,0.44860209,0.40511155,0.049562271,78.58401375,0.14972067,0.247529007,1,0.251052858,0.041639775,0.082870544,0.104788258,0.27811641,0.316693432,1.516542348,0.602629377,0.389930556,-0.073521938,-0.681318681,0.571428571,2.516542348,0.247529007,5.520900083,9.266875981,0.507348517,0,1.018169051,0.684630914,1.948564908,0.386202054,0.14921443,0.324760818,0.579303081,12.08
BB,Jabil Inc.,JBL,Standard & Poor's Ratings Services,04-05-2012,Technology,1.320181969,0.511463826,0.228441282,24.3260608,0.027466054,0.027580772,1,0.029129611,0.064283204,0.143811402,0.242998308,2.340460106,10.06426293,2.780121256,0.735458222,0.215602653,0.445671484,1.72035692,4.142669998,3.780121256,0.027580772,5.140315281,3.860145826,0.050125169,5.290595556,1.334843858,0.847207172,1.049157718,1.192000788,0.078809969,0.167471185,0.320165501,7.9
BBB,Jabil Inc.,JBL,Egan-Jones Ratings Company,10-08-2014,Technology,1.240198264,0.511158393,0.231480339,27.98529718,0.015309654,-0.000100748,0.065067472,0.012947095,0.028457574,-0.000381855,0.107641175,1.858799308,6.938465162,2.782514091,0.735625572,-46.4175063,-0.25097974,-0.61829558,4.939574413,3.782514091,-0.000100748,6.894694005,2.463527855,0.031649053,4.814582983,1.018534968,0.781666371,1.338307574,0.728370936,0.118434299,0.296085746,0.349381181,7.99
BBB,Jabil Inc.,JBL,Egan-Jones Ratings Company,1/13/2014,Technology,1.196489664,0.471339112,0.207911753,25.50705288,0.02025872,0.018818018,0.074159888,0.027891201,0.040582356,0.080446744,0.159073382,2.003204359,7.654411967,2.919767035,0.744882798,0.046289964,0.392977447,2.348795643,4.979778036,3.919767035,0.018818018,5.699189698,5.976922244,0.06619927,5.142630561,1.193933527,0.629235237,1.097128106,0.3065505,0.080671184,0.322684737,0.193610842,8.33
BBB,Jabil Inc.,JBL,Egan-Jones Ratings Company,12/22/2015,Technology,1.033685154,0.419586051,0.161046748,29.92006764,0.015867696,0.024115385,0.083982431,0.031029941,0.029575432,0.109887665,0.122694025,1.863876932,6.382692783,3.148511614,0.758949693,0.318457718,0.223446765,1.430834998,4.718714021,4.148511614,0.024115385,4.692339969,6.403471545,0.06929261,4.475783891,1.536117037,1.389820177,1.152087778,0.335263639,0.140201158,0.243828101,0.50594331,10.65
BBB,Jabil Inc.,JBL,Standard & Poor's Ratings Services,9/27/2016,Technology,1.050345219,0.407982427,0.163802052,27.03946628,0.013844811,0.021088824,0.083239625,0.028487471,0.024615223,0.081403965,0.104215414,1.77793861,5.508329084,3.233778927,0.763804389,0.341430583,-0.008766578,-0.042181994,4.789898799,4.233778927,0.021088824,4.397048717,4.811683026,0.049921141,4.682568578,1.103253182,0.891089109,1.244695898,0.282885431,0.084865629,0.325318246,0.353606789,13.49
BBB,Jabil Inc.,JBL,Standard & Poor's Ratings Services,12-10-2012,Technology,1.461345904,0.606963832,0.315433341,23.94075837,0.023011215,0.017953362,0.076320517,0.036260094,0.050580529,0.078073955,0.187494685,2.198081644,9.640498439,2.706854969,0.730229532,0.366346794,0.21526869,0.662247769,5.904423749,3.706854969,0.017953362,4.427224086,3.076377571,0.036976923,5.293555172,1.026837806,1.551925321,0.933488915,0.16336056,0.105017503,0.210035006,0.268378063,12.78
BB,Jabil Inc.,JBL,Standard & Poor's Ratings Services,11-03-2010,Technology,1.290927428,0.597099613,0.206461325,38.3340055,0.012734788,0.018439811,0.074883528,0.024428068,0.026817334,0.089506051,0.108213576,2.105832879,9.239000215,3.025878206,0.749868831,0.30938621,0.067815447,0.135234123,3.472785212,4.03521,0.018439811,4.386227585,1.994149264,0.031873883,4.52463108,1.239669421,1.38485593,1.250837614,0.268036632,0.100513737,0.323877597,0.357382176,12.65
BBB,"Waste Connections, Inc.",WCN,Standard & Poor's Ratings Services,9/28/2016,Public Utilities,1.202826734,0.923925528,0.223038327,52.45336378,0.073030215,0.10704374,0.420085471,0.133979963,0.022026066,0.034412683,0.043654599,0.301602094,0.712499749,0.981951708,0.495446839,0.315592268,0.56655627,2.934477216,1.005418378,1.981951708,0.10704374,12.66494248,5.179498265,0.235587759,7.791795521,1.727954302,0.935380221,1.263834345,0.335594431,0.199928597,0.26419136,0.642627633,10.21
BBB,"Waste Connections, Inc.",WCN,Standard & Poor's Ratings Services,06-01-2016,Public Utilities,0.958107086,0.703632816,0.029010717,43.99265664,-0.045229579,-0.060150561,0.443906754,-0.029536383,-0.01869734,-0.013306563,-0.048238968,0.413387447,0.7732156,1.57667439,0.611116253,0.248060555,0.591073815,1.858030181,0.059786198,2.579990933,-0.029811735,43.10215475,3.14348248,0.272518086,10.22003194,1.169544116,1.193412364,1.225236693,0.350067627,0.167077731,0.286418967,0.517145358,9.96
B,"Acadia Healthcare Company, Inc.",ACHC,Standard & Poor's Ratings Services,1/28/2015,Health Care,1.652120723,1.280135476,0.566731351,43.01008062,0.082659683,0.125576224,1,0.125576224,0.037345014,0.061309568,0.094260271,0.451792372,0.93914275,1.52403898,0.603809605,0.340234951,0.017712472,0.037084794,1.707861904,2.52403898,0.125576224,25.81251736,2.09371084,0.114757998,0,0.643176734,0.549962714,1.137211037,0.410141685,0.083892617,0.223713647,0.24235645,6.94
A,Tupperware Brands Corporation,TUP,Egan-Jones Ratings Company,05-01-2015,Consumer Non-Durables,1.008295424,2.306796896,0.103023816,23.54341737,0.082268524,0.114423852,0.660795825,0.141092053,0.120240031,0.287921213,1.153928956,1.461555718,8.977264898,8.596878364,0.89579945,0.28101945,0.753987948,4.245508982,31.05788423,9.596878364,0.114423852,8.832638889,5.630738523,0.108246038,6.19047619,1.091795633,0.551197795,0.890396438,0.402798389,0.074199703,0.26499894,0.498198007,10.11
A,Tupperware Brands Corporation,TUP,Egan-Jones Ratings Company,11-12-2013,Consumer Non-Durables,1.056271186,2.678101695,0.172610169,23.0618356,0.102635125,0.134900434,0.666941159,0.151033089,0.148706546,0.325741142,1.084223013,1.448885514,8.878697242,6.29102412,0.862845057,0.23917869,0.786707883,4.903660886,34.80346821,7.29102412,0.134900434,10.70078214,6.233140655,0.121088486,5.943887776,1.322175732,0.686192469,1.489539749,0.686192469,0.133891213,0.552301255,0.485355649,9.72
A,Tupperware Brands Corporation,TUP,Egan-Jones Ratings Company,7/23/2015,Consumer Non-Durables,0.896579805,2.258143322,0.129967427,22.8065067,0.081355635,0.113801559,0.674052019,0.138015588,0.116255788,0.264072343,1.154037267,1.428982605,9.005520505,8.926708075,0.899261669,0.285109658,0.729286664,3.298597194,24.9258517,9.926708075,0.113801559,8.435221987,4.523046092,0.098826517,5.875295975,1.102575689,0.732037958,1.084500678,0.732037958,0.162675102,0.343425215,0.325350203,8.59
BBB,Tupperware Brands Corporation,TUP,Moody's Investors Service,03-06-2013,Consumer Non-Durables,1.103671706,2.462491001,0.1724982,24.49531697,0.074696184,0.105580927,0.668550197,0.118623732,0.105939181,0.241994145,0.402838656,1.418267647,8.647255689,2.802546441,0.737018334,0.292521994,0.746903247,4.034358047,27.79023508,3.802546441,0.105580927,12.28577149,5.401446655,0.115604923,5.532299742,1.61198016,0.839374285,1.268599771,0.429225486,0.085845097,0.343380389,0.915681038,8.21
BBB,Tupperware Brands Corporation,TUP,Standard & Poor's Ratings Services,7/25/2016,Consumer Non-Durables,0.995799854,2.875273923,0.170197224,20.66535629,0.101034748,0.136143871,0.676923772,0.156793638,0.140823781,0.289655835,1.05075188,1.393815342,8.518475751,6.461466165,0.865978083,0.257882509,0.741827326,3.504950495,28.6970297,7.461466165,0.136143871,8.899703777,4.724752475,0.107812571,6.074766355,1.322175732,0.686192469,1.489539749,0.686192469,0.133891213,0.552301255,0.485355649,9.72
BBB,Tupperware Brands Corporation,TUP,Standard & Poor's Ratings Services,5/25/2012,Consumer Non-Durables,1.139176784,4.437222387,0.204619485,23.11431335,0.084448743,0.114235977,0.666344294,0.132417795,0.118371109,0.252652293,0.435902556,1.40169179,9.46539729,2.682507987,0.728445939,0.260751778,1.018248175,4.65,47.22,3.682507987,0.114235977,12.599182,4.566666667,0.105996132,5.486641221,1.045296167,0.613904098,1.393728223,0.613904098,0.116144019,0.514352082,0.49776008,10
BBB,Kellogg Company,K,Egan-Jones Ratings Company,01-06-2014,Consumer Non-Durables,0.851890482,0.442503259,0.071186441,35.13791239,0.122160627,0.122904273,0.412587885,0.191792861,0.116776528,0.156198986,0.509732017,0.95592607,3.836099585,3.365021157,0.770906036,0.435643564,0.647482014,3.223140496,0.752066116,4.365021157,0.122904273,8.333386762,4.977961433,0.122160627,6.06773743,1.700463763,0.9184323,1.300354642,0.354642175,0.081840502,0.318268619,0.9184323,8.18
BBB,Kellogg Company,K,Egan-Jones Ratings Company,9/24/2015,Consumer Non-Durables,0.765352887,0.393904675,0.101512374,31.94375857,0.043347051,0.02441701,0.347256516,0.070233196,0.041707913,0.032996571,0.226604518,0.962185706,3.868400106,4.433130154,0.815944037,0.52247191,0.67540435,3.382681564,1.237430168,5.433130154,0.02441701,19.57777341,5.008379888,0.12297668,6.228403141,1.139995738,0.724483273,1.246537396,0.372895802,0.149158321,0.330279139,0.458129128,8.13
BBB,Kellogg Company,K,Fitch Ratings,02-08-2013,Consumer Non-Durables,0.747291621,0.383594959,0.062126907,37.38184123,0.067690357,0.072973163,0.38275692,0.110023244,0.063290306,0.097176625,0.3972716,0.934997366,3.75383395,5.276973956,0.840687566,0.3503861,0.696814562,3.421787709,0.784916201,6.276973956,0.072973163,13.66506468,4.910614525,0.123828978,6.250356633,3.927959781,0.999944754,1.049665764,3.419700569,0.143638473,0.303850616,0.243080493,8.59
A,Pentair plc.,PNR,Egan-Jones Ratings Company,7/27/2015,Technology,1.870568449,0.870030272,0.084964682,66.04977516,-0.011846798,0.011490154,0.338936269,0.027477128,-0.006443451,0.007145268,-0.019058072,0.543898119,6.840263046,1.957742965,0.66190436,1.877192982,0.818341675,3.35551858,0.700499168,2.957742965,0.011490154,22.92313433,4.100388242,0.114637928,7.365583967,1.969916294,1.246145132,1.082509913,0.339857763,0.226571842,0.188809868,0.793001448,9.7
A,Pentair plc.,PNR,Egan-Jones Ratings Company,5/19/2014,Technology,2.007266178,0.993106446,0.164637933,65.09753065,0.071767584,0.097116194,0.330614864,0.103480086,0.045711171,0.071685861,0.088067856,0.6369334,6.392905983,0.926615589,0.480955098,0.253028634,0.814268546,3.70611636,1.318249627,1.926615589,0.097116194,11.68117064,4.551466932,0.122371218,8.392222595,2.078264396,0.871857259,0.800892133,0.192619627,0.101378751,0.172343877,0.354825629,11.08
A,Pentair plc.,PNR,Egan-Jones Ratings Company,2/18/2015,Technology,1.765233303,0.80231778,0.067337603,62.48401762,0.030529905,0.111422077,0.349907657,0.121025714,0.020168556,0.086992691,0.046078305,0.660616413,7.409473684,1.284660577,0.562298221,0.226061456,0.871479572,4.610703043,0.579223505,2.284660577,0.111422077,9.782279558,5.29066107,0.143258986,7.847710513,1.998535105,1.046353458,0.75337449,0.198807157,0.094171811,0.156953019,0.261588365,10.58
A,Parker-Hannifin Corporation,PH,Standard & Poor's Ratings Services,5/24/2012,Capital Goods,1.800576568,1.352068532,0.274970379,58.47440804,0.084978215,0.11450963,0.239627746,0.11450963,0.096367116,0.166403084,0.194865983,1.134021414,6.86958283,1.022121142,0.505469787,0.252221619,0.822359981,5.955834441,7.788929287,2.022121142,0.11450963,7.893294217,7.242369008,0.094520111,7.997145294,2.029438002,0.89206066,0.724799286,0.245316682,0.100356824,0.156110616,0.278768956,10.77
AA,Parker-Hannifin Corporation,PH,Egan-Jones Ratings Company,07-03-2014,Capital Goods,1.866572635,1.243678362,0.496051704,51.31928937,0.078771965,0.117790815,0.229097355,0.117790815,0.078425464,0.155337,0.15632694,0.99560122,7.244430448,0.993318645,0.498324063,0.331017781,0.84412343,7.857527414,14.66977933,1.993318645,0.117790815,9.63694046,9.308505287,0.105016347,8.137301524,2.109647944,0.954044612,1.0346681,0.470303682,0.080623488,0.188121473,0.309056705,7.7
A,Parker-Hannifin Corporation,PH,Standard & Poor's Ratings Services,6/28/2016,Capital Goods,2.375652411,0.81445452,0.502348381,0,0.079622434,0.112670614,0.240446866,0.112670614,0.082321021,0.144017435,0.198292141,1.033892293,7.639168232,1.408766788,0.584849806,0.293028403,0.834457168,7.601269997,13.39212609,2.408766788,0.112670614,10.20559807,9.10923926,0.102420329,8.840682221,1.812214612,0.984589041,1.170091324,0.428082192,0.085616438,0.199771689,0.299657534,7.54
A,Parker-Hannifin Corporation,PH,Standard & Poor's Ratings Services,5/24/2013,Capital Goods,1.809368656,1.513156609,0.337213442,55.31620785,0.087618141,0.119938001,0.242478249,0.119938001,0.103114944,0.181557941,0.235233222,1.176867513,7.643131733,1.281271884,0.561648041,0.267144374,0.857018332,8.673127678,11.70096027,2.281271884,0.119938001,6.900188897,10.1201192,0.116415012,8.335540612,0.95018325,1.262386317,0.977331342,0.461517578,0.054296186,0.230758789,0.203610696,7.61
A,Parker-Hannifin Corporation,PH,Standard & Poor's Ratings Services,06-06-2014,Capital Goods,1.571269043,1.287316385,0.50605377,57.84565514,0.072867899,0.100724556,0.225038077,0.100724556,0.075626721,0.145332594,0.165276506,1.037860606,7.197995841,1.185424714,0.542423039,0.276290407,0.776733407,6.199234722,16.54536147,2.185424714,0.100724556,9.926205132,7.981161447,0.091499853,8.725482309,1.878590281,0.822853594,1.374010247,0.372612948,0.170780935,0.271696941,0.520105574,7.45
A,Parker-Hannifin Corporation,PH,Standard & Poor's Ratings Services,5/31/2011,Capital Goods,1.627652342,1.298380283,0.261022427,58.43778288,0.055444391,0.075533319,0.214756665,0.075533319,0.055907532,0.097958326,0.126847399,1.00835326,5.885669255,1.268878528,0.559253619,0.262914057,0.893977956,6.771501685,7.848167967,2.268878528,0.075533319,10.02132571,7.574573446,0.121965551,8.8293995,1.677643842,1.13085622,0.882316391,0.248539829,0.049707966,0.248539829,0.17397788,9.91
A,Parker-Hannifin Corporation,PH,Standard & Poor's Ratings Services,12-01-2016,Capital Goods,2.201148296,1.562978536,0.516349731,51.20970415,0.07101994,0.098120961,0.223345143,0.098120961,0.066920257,0.115029548,0.176348641,0.942274187,7.244916141,1.635205688,0.620522981,0.275862811,0.872284572,7.539054029,15.54446529,2.635205688,0.098120961,12.14936343,8.642883613,0.102972312,8.528395334,1.985281533,1.095327743,1.015460095,0.479205887,0.188259456,0.268127104,0.524844543,10.83
BBB,Global Payments Inc.,GPN,Standard & Poor's Ratings Services,03-10-2016,Miscellaneous,1.094960251,0.28287671,0.215769136,26.63297062,0.100240904,0.150379382,0.631502914,0.164615509,0.047991317,0.150166832,0.366819002,0.47875982,7.413523706,6.643445175,0.869168944,0.258912517,0.782081982,4.954815323,9.707306522,7.643445175,0.150379382,7.673535723,6.335416791,0.153116142,3.269204566,1.566985646,0.933014354,0.921052632,0.460526316,0.179425837,0.23923445,0.562200957,10.67
A,IDEX Corporation,IEX,Egan-Jones Ratings Company,4/21/2015,Capital Goods,2.611346027,1.235865407,1.235865407,0,0.130082081,0.182720006,0.442000925,0.200777831,0.096072653,0.157221139,0.187955069,0.738554093,9.782899022,0.956384704,0.488853088,0.288079706,0.869559546,4.013849338,6.386966067,1.956384704,0.182720006,12.00774192,4.615956846,0.171322588,9.402425821,2.057637928,0.854340894,0.836291439,0.391071536,0.156428614,0.222609951,0.493351784,10.84
A,IDEX Corporation,IEX,Egan-Jones Ratings Company,05-07-2014,Capital Goods,3.253196721,1.443256765,1.443256765,0,0.126086269,0.115373024,0.431476239,0.195399011,0.08838379,0.090411496,0.162248433,0.70097871,9.481235479,0.835726124,0.455256431,0.419278037,0.921458849,4.538758787,5.393095919,1.835726124,0.115373024,13.10641032,4.925622876,0.198367694,8.63212614,0.999254288,0.760626398,1.148396719,0.805369128,0.298284862,0.417598807,0.820283371,12.08
BBB,IDEX Corporation,IEX,Fitch Ratings,6/15/2012,Capital Goods,3.055471236,0.891516118,0.891516118,0,0.105445835,0.148973783,0.401790964,0.165713419,0.068353204,0.106244828,0.12811613,0.648230479,8.60226842,0.874325159,0.466474643,0.292185292,0.838083051,2.216397833,2.80307992,1.874325159,0.148973783,10.2192514,2.644604054,0.118165238,9.909963326,0.865317516,1.060711793,1.018841591,0.809490579,0.251221214,0.307048151,0.725750174,11.88
A,IDEX Corporation,IEX,Egan-Jones Ratings Company,10/21/2015,Capital Goods,2.786474029,1.059499931,1.059499931,0,0.139957182,0.194165989,0.447532697,0.213661027,0.100806539,0.157199202,0.195945932,0.720266995,8.386428438,0.943781954,0.485539004,0.27918796,0.87850833,4.104257967,4.253014548,1.943781954,0.194165989,11.93654029,4.671848663,0.178317764,8.659873866,1.490871402,1.02846209,1.682213187,1.012516942,0.318902974,0.478354461,0.510244758,10.9
A,Exelon Corporation,EXC,Egan-Jones Ratings Company,11/13/2014,Public Utilities,1.380620863,0.757703721,0.214334627,46.33526559,0.05917095,0.090634001,1,0.112873236,0.018695141,0.031850561,0.071788747,0.315951344,0.526599727,2.839968153,0.739581174,0.267900241,-0.363473188,-1.88372093,3.670930233,3.839968153,0.090634001,7.220045951,5.18255814,0.162492253,4.266076115,0.996677741,0.936273029,1.041981275,0.800362428,0.241618846,0.347327092,0.755058895,11.68
BBB,Exelon Corporation,EXC,Fitch Ratings,3/25/2016,Public Utilities,1.681728449,1.212327265,0.713094977,39.50334499,0.07705369,0.113084525,1,0.149726628,0.023788057,0.038601535,0.087969604,0.30872054,0.51266561,2.698057613,0.729587772,0.322222222,-0.00105042,-0.008988764,8.839325843,3.698057613,0.113084525,5.354966651,8.557303371,0.258634156,4.53832813,1.9439913,0.652528548,1.359434475,1.835236542,0.231103861,0.414627515,0.632137031,11.07
BBB,Exelon Corporation,EXC,Egan-Jones Ratings Company,12-11-2013,Public Utilities,1.311723602,0.654373706,0.208203934,39.90537608,0.069069431,0.111419158,1,0.146898104,0.021507933,0.03840933,0.075620271,0.311395826,0.525839848,2.515924688,0.715579801,0.376487559,0.149456093,1.107476636,2.728971963,3.515924688,0.111419158,5.642964358,7.410046729,0.254861781,4.634399309,1.44339549,0.585160334,1.396582664,1.466801904,0.226261996,0.390106889,0.663181712,11.37
BBB,Exelon Corporation,EXC,Standard & Poor's Ratings Services,4/28/2011,Public Utilities,1.508962264,0.950707547,0.380188679,37.82342845,0.1374705,0.226399914,1,0.253486376,0.049062021,0.0879375,0.189011799,0.356891271,0.622691293,2.852507375,0.74042879,0.392797915,0.365751335,2.901664145,3.175491679,3.852507375,0.226399914,4.994589907,7.933434191,0.281270114,0,1.0257742,1.0257742,0.960851782,0.545348309,0.227228462,0.246705187,0.629747452,9.62
BBB,Exelon Corporation,EXC,Standard & Poor's Ratings Services,11/18/2011,Public Utilities,1.100220485,0.61354981,0.203648026,31.11102304,0.131843162,0.208835341,1,0.236736419,0.045287882,0.078877512,0.17344456,0.343498149,0.581025484,2.829822732,0.738891309,0.368674089,0.167113126,1.223227753,2.184012066,3.829822732,0.208835341,5.593360849,7.319758673,0.25644684,1.27700831,1.145201788,1.01659624,0.838998102,0.551166636,0.226590728,0.257211097,0.624655521,9.39
BBB,Exelon Corporation,EXC,Standard & Poor's Ratings Services,8/24/2012,Public Utilities,1.301772867,0.669450154,0.190904419,43.30771851,0.049853123,0.076546469,1,0.101324024,0.014906943,0.025406246,0.054640474,0.299017237,0.519829151,2.665437917,0.727181302,0.348720801,0.055782091,0.419117647,2.970588235,3.665437917,0.076546469,6.530267843,7.513480392,0.261015795,4.152493868,1.037121808,0.97274873,1.037121808,0.457764108,0.228882054,0.264644875,0.629425649,10.42
BBB,Exelon Corporation,EXC,Standard & Poor's Ratings Services,7/25/2016,Public Utilities,0.922345248,0.424314483,0.047187337,48.39508929,0.036160714,0.063424745,1,0.099234694,0.009869108,0.019606297,0.043890545,0.272923484,0.438264272,3.447265549,0.775142728,0.382604324,-0.012788632,-0.116883117,1.67965368,4.447265549,0.063424745,7.567559853,9.13961039,0.269292092,3.67335077,1.417876588,1.38384755,1.168330309,0.930127042,0.226860254,0.442377495,0.986842105,8.55
A,Rayonier Inc.,RYN,Egan-Jones Ratings Company,08-05-2014,Consumer Services,1.061192463,0.918683973,0.799784161,14.5257083,0.164595764,0.074300646,0.198271477,0.162859287,0.040494229,0.019919924,0.066737657,0.246022302,89.99716672,0.648078228,0.393232686,-0.21410731,0.609255498,1.525066957,1.277555338,1.648078228,0.074300646,16.25548949,2.503164867,0.52450039,23.94042848,0.647887324,0.478873239,0.422535211,0.394366197,0.309859155,0.056338028,0.422535211,7.8
